"k"	"type"	"f"
"3375"	"repetido"	2
"3376"	"repetir"	1
"3377"	"repitiendo"	1
"3378"	"repliqué"	1
"3379"	"repondrán"	1
"3380"	"repondré"	1
"3381"	"reposición"	2
"3382"	"reposo"	1
"3383"	"representando"	1
"3384"	"reprimiendo"	1
"3385"	"república"	1
"3386"	"repuso"	1
"3387"	"resentimiento"	3
"3388"	"resignación"	3
"3389"	"resignada"	1
"3390"	"resolución"	4
"3391"	"resoluciones"	1
"3392"	"resolvió"	2
"3393"	"resonaron"	1
"3394"	"resoplando"	1
"3395"	"respetado"	1
"3396"	"respeto"	2
"3397"	"respiraba"	1
"3398"	"respirar"	1
"3399"	"resplandor"	1
"3400"	"resplandores"	1
"3401"	"responde"	2
"3402"	"responderé"	1
"3403"	"responderme"	2
"3404"	"respondí"	8
"3405"	"respondía"	1
"3406"	"respondió"	11
"3407"	"respuesta"	4
"3408"	"restablecida"	1
"3409"	"resto"	4
"3410"	"restos"	1
"3411"	"resuello"	1
"3412"	"retardó"	1
"3413"	"reteniendo"	1
"3414"	"reteniéndome"	1
"3415"	"retinto"	1
"3416"	"retiramos"	1
"3417"	"retirarme"	1
"3418"	"retirarse"	3
"3419"	"retiró"	3
"3420"	"retozó"	1
"3421"	"retroceder"	1
"3422"	"retrocedió"	1
"3423"	"retumbo"	1
"3424"	"retuve"	1
"3425"	"reuníamos"	1
"3426"	"reunir"	1
"3427"	"reunírsenos"	1
"3428"	"revela"	1
"3429"	"revelaba"	2
"3430"	"revelaban"	1
"3431"	"revelan"	1
"3432"	"revelarle"	1
"3433"	"reveló"	1
"3434"	"reventado"	1
"3435"	"revistió"	1
"3436"	"revoloteaban"	2
"3437"	"revoloteando"	2
"3438"	"revuelo"	1
"3439"	"revueltas"	2
"3440"	"rey"	1
"3441"	"reyes"	1
"3442"	"rezado"	1
"3443"	"rezó"	1
"3444"	"riachuelos"	1
"3445"	"ribera"	3
"3446"	"riberas"	1
"3447"	"ribeteadas"	1
"3448"	"rienda"	2
"3449"	"riendo"	2
"3450"	"rigores"	1
"3451"	"río"	19
"3452"	"rióse"	1
"3453"	"risueña"	2
"3454"	"risueñas"	1
"3455"	"risueños"	1
"3456"	"rizar"	1
"3457"	"rocallosas"	1
"3458"	"rocío"	1
"3459"	"rodaban"	3
"3460"	"rodado"	2
"3461"	"rodando"	1
"3462"	"rodar"	3
"3463"	"rodaron"	1
"3464"	"rodeaba"	1
"3465"	"rodeaban"	3
"3466"	"rodeado"	3
"3467"	"rodillas"	8
"3468"	"rojas"	1
"3469"	"rojos"	1
"3470"	"romper"	1
"3471"	"ropajes"	3
"3472"	"rosa"	2
"3473"	"rosal"	2
"3474"	"rosales"	7
"3475"	"rosarios"	2
"3476"	"rosas"	9
"3477"	"rostro"	20
"3478"	"rota"	1
"3479"	"roza"	1
"3480"	"rozado"	1
"3481"	"rozando"	1
"3482"	"rozar"	1
"3483"	"rozó"	1
"3484"	"ruana"	1
"3485"	"rubí"	1
"3486"	"rubor"	2
"3487"	"ruborizada"	1
"3488"	"ruega"	1
"3489"	"ruego"	1
"3490"	"ruido"	4
"3491"	"rumor"	5
"3492"	"rumoroso"	1
"3493"	"rústico"	1
"3494"	"sábado"	1
"3495"	"sabaletas"	2
"3496"	"sabe"	2
"3497"	"sabedora"	1
"3498"	"saben"	1
"3499"	"saber"	4
"3500"	"sabes"	5
"3501"	"sabía"	6
"3502"	"sabido"	1
"3503"	"sabio"	1
"3504"	"sabrás"	1
"3505"	"sacando"	1
"3506"	"sacarla"	1
"3507"	"sacerdote"	5
"3508"	"sacrificando"	1
"3509"	"sacrificar"	1
"3510"	"sacrificio"	1
"3511"	"sacudía"	1
"3512"	"sacudió"	1
"3513"	"sagrado"	1
"3514"	"sala"	3
"3515"	"salí"	2
"3516"	"salía"	1
"3517"	"salíamos"	1
"3518"	"salido"	3
"3519"	"saliendo"	1
"3520"	"salimos"	1
"3521"	"salió"	3
"3522"	"salir"	3
"3523"	"salomón"	14
"3524"	"salón"	12
"3525"	"salpicada"	1
"3526"	"saltando"	1
"3527"	"saltar"	1
"3528"	"salté"	1
"3529"	"saltos"	2
"3530"	"salud"	1
"3531"	"saludaba"	1
"3532"	"saludando"	1
"3533"	"saludarla"	1
"3534"	"saludo"	1
"3535"	"salvar"	1
"3536"	"salvarla"	1
"3537"	"salvarlo"	1
"3538"	"santa"	4
"3539"	"santos"	1
"3540"	"sara"	2
"3541"	"satisfacción"	1
"3542"	"satisfecho"	1
"3543"	"sauces"	5
"3544"	"sazón"	3
"3545"	"se"	168
"3546"	"sé"	4
"3547"	"sea"	3
"3548"	"seas"	2
"3549"	"secas"	3
"3550"	"seco"	1
"3551"	"secreto"	3
"3552"	"sed"	1
"3553"	"sedosas"	1
"3554"	"sedosos"	1
"3555"	"seductivo"	1
"3556"	"seductora"	3
"3557"	"seductoras"	1
"3558"	"seductores"	1
"3559"	"seguí"	1
"3560"	"seguía"	3
"3561"	"seguíale"	1
"3562"	"seguían"	1
"3563"	"seguida"	3
"3564"	"seguidos"	1
"3565"	"seguir"	2
"3566"	"seguirás"	1
"3567"	"seguirla"	2
"3568"	"según"	3
"3569"	"seis"	6
"3570"	"sellado"	1
"3571"	"selva"	1
"3572"	"selvas"	1
"3573"	"selvosas"	1
"3574"	"semana"	1
"3575"	"semanas"	2
"3576"	"semblante"	2
"3577"	"semblantes"	1
"3578"	"sembrada"	1
"3579"	"sembradas"	1
"3580"	"semeja"	1
"3581"	"semejaba"	1
"3582"	"semejábase"	1
"3583"	"semejantes"	2
"3584"	"semicírculo"	1
"3585"	"semilleros"	1
"3586"	"semisalvaje"	1
"3587"	"señal"	1
"3588"	"señalado"	2
"3589"	"señales"	1
"3590"	"sencillos"	1
"3591"	"sendas"	1
"3592"	"sendero"	6
"3593"	"seno"	4
"3594"	"señor"	5
"3595"	"señora"	2
"3596"	"señores"	1
"3597"	"señorita"	1
"3598"	"senos"	1
"3599"	"sensación"	1
"3600"	"sensibles"	1
"3601"	"sentada"	5
"3602"	"sentadas"	1
"3603"	"sentado"	5
"3604"	"sentados"	1
"3605"	"sentándose"	1
"3606"	"sentarnos"	1
"3607"	"sentarse"	1
"3608"	"sentase"	1
"3609"	"senté"	1
"3610"	"sentí"	5
"3611"	"sentía"	3
"3612"	"sentíame"	1
"3613"	"sentida"	1
"3614"	"sentido"	4
"3615"	"sentimiento"	1
"3616"	"sentir"	1
"3617"	"sentirnos"	1
"3618"	"sentó"	3
"3619"	"sentóse"	2
"3620"	"sepa"	1
"3621"	"separaba"	4
"3622"	"separación"	1
"3623"	"separada"	1
"3624"	"separaría"	1
"3625"	"separarlos"	1
"3626"	"separarnos"	1
"3627"	"sepas"	1
"3628"	"sepulcro"	5
"3629"	"ser"	14
"3630"	"será"	2
"3631"	"serán"	1
"3632"	"serenas"	1
"3633"	"serenidad"	1
"3634"	"seres"	1
"3635"	"sería"	3
"3636"	"serían"	1
"3637"	"serias"	1
"3638"	"seriedad"	1
"3639"	"servían"	1
"3640"	"servicio"	1
"3641"	"servida"	1
"3642"	"servido"	2
"3643"	"servidumbre"	1
"3644"	"servir"	2
"3645"	"sesgar"	1
"3646"	"sesteaderos"	1
"3647"	"setiembre"	1
"3648"	"severidad"	1
"3649"	"si"	35
"3650"	"sí"	11
"3651"	"sido"	10
"3652"	"siembras"	2
"3653"	"siempre"	11
"3654"	"siendo"	4
"3655"	"sienes"	2
"3656"	"siéntate"	1
"3657"	"sientes"	1
"3658"	"sierra"	9
"3659"	"siete"	2
"3660"	"siglo"	1
"3661"	"significa"	1
"3662"	"sigue"	1
"3663"	"siguiendo"	1
"3664"	"siguiente"	10
"3665"	"siguieron"	2
"3666"	"siguió"	4
"3667"	"silbando"	1
"3668"	"silencio"	9
"3669"	"silenciosa"	3
"3670"	"silenciosas"	2
"3671"	"silencioso"	2
"3672"	"silenciosos"	3
"3673"	"silvestres"	1
"3674"	"sin"	42
"3675"	"síncope"	1
"3676"	"siniestro"	1
"3677"	"sino"	3
"3678"	"sintiendo"	2
"3679"	"síntomas"	3
"3680"	"siquiera"	1
"3681"	"sirvió"	1
"3682"	"sitio"	2
"3683"	"sitios"	4
"3684"	"situación"	1
"3685"	"situada"	1
"3686"	"situado"	1
"3687"	"situaron"	1
"3688"	"so"	1
"3689"	"sobre"	81
"3690"	"sobrecogido"	1
"3691"	"sobremesa"	2
"3692"	"sobrenadaban"	1
"3693"	"sobresaltados"	1
"3694"	"sobresalto"	1
"3695"	"sociedad"	1
"3696"	"sofá"	6
"3697"	"sofocaba"	1
"3698"	"sofocar"	1
"3699"	"sol"	7
"3700"	"sola"	5
"3701"	"solamente"	12
"3702"	"solazábamos"	1
"3703"	"soledad"	1
"3704"	"soledades"	1
"3705"	"solemne"	2
"3706"	"solía"	2
"3707"	"solían"	1
"3708"	"solicitado"	1
"3709"	"solicitud"	1
"3710"	"solido"	1
"3711"	"solitaria"	1
"3712"	"solitarios"	1
"3713"	"sollozaban"	1
"3714"	"sollozando"	3
"3715"	"sollozante"	1
"3716"	"sollozar"	1
"3717"	"sollozo"	3
"3718"	"sollozos"	7
"3719"	"solo"	4
"3720"	"sólo"	10
"3721"	"sombra"	6
"3722"	"sombras"	2
"3723"	"sombreaba"	1
"3724"	"sombreaban"	1
"3725"	"sombreábanle"	1
"3726"	"sombreado"	1
"3727"	"sombreados"	1
"3728"	"sombrero"	2
"3729"	"sombreros"	1
"3730"	"sombrías"	1
"3731"	"sombríos"	1
"3732"	"sometida"	1
"3733"	"somos"	1
"3734"	"son"	9
"3735"	"soñado"	3
"3736"	"soñé"	2
"3737"	"soñolientos"	1
"3738"	"sonreía"	4
"3739"	"sonreída"	1
"3740"	"sonreír"	3
"3741"	"sonriendo"	2
"3742"	"sonriéndome"	1
"3743"	"sonriente"	2
"3744"	"sonrió"	2
"3745"	"sonrisa"	4
"3746"	"sonrisas"	1
"3747"	"sonrojaba"	1
"3748"	"sonrojarse"	1
"3749"	"sonrosada"	1
"3750"	"sopa"	1
"3751"	"soplaba"	1
"3752"	"soportar"	1
"3753"	"soportó"	1
"3754"	"sorda"	1
"3755"	"sordamente"	1
"3756"	"sordo"	1
"3757"	"sorprendí"	2
"3758"	"sorprendida"	2
"3759"	"sorprendido"	4
"3760"	"sorprendiera"	1
"3761"	"sorpresa"	2
"3762"	"sortija"	1
"3763"	"sospechar"	1
"3764"	"sostener"	1
"3765"	"sostenía"	2
"3766"	"sostenían"	1
"3767"	"sotos"	1
"3768"	"soy"	1
"3769"	"su"	204
"3770"	"suave"	1
"3771"	"suavemente"	2
"3772"	"suaves"	2
"3773"	"subían"	1
"3774"	"subió"	1
"3775"	"subirán"	1
"3776"	"súbito"	1
"3777"	"sublime"	1
"3778"	"sucederte"	1
"3779"	"sucedido"	2
"3780"	"sucumbió"	1
"3781"	"sudor"	1
"3782"	"suelo"	1
"3783"	"suelta"	2
"3784"	"suelto"	1
"3785"	"sueño"	9
"3786"	"sueños"	1
"3787"	"suerte"	2
"3788"	"sufrido"	1
"3789"	"sufrimiento"	2
"3790"	"sufrió"	1
"3791"	"sufrir"	1
"3792"	"suma"	1
"3793"	"sumergía"	1
"3794"	"sumergió"	1
"3795"	"sumisos"	1
"3796"	"supe"	2
"3797"	"superior"	1
"3798"	"súplica"	2
"3799"	"suplicio"	1
"3800"	"suplico"	1
"3801"	"suplicó"	1
"3802"	"supo"	2
"3803"	"supremas"	1
"3804"	"supremo"	1
"3805"	"sur"	2
"3806"	"surcaba"	1
"3807"	"sus"	137
"3808"	"suspendéis"	1
"3809"	"suspendida"	1
"3810"	"suspendidos"	1
"3811"	"suspiro"	1
"3812"	"susurraba"	1
"3813"	"susurradores"	1
"3814"	"susurros"	1
"3815"	"suya"	5
"3816"	"suyas"	4
"3817"	"suyo"	4
"3818"	"suyos"	2
"3819"	"tal"	15
"3820"	"tales"	3
"3821"	"talle"	3
"3822"	"tallos"	1
"3823"	"tamaño"	1
"3824"	"tamarindos"	1
"3825"	"también"	5
"3826"	"tambor"	1
"3827"	"tampoco"	3
"3828"	"tan"	40
"3829"	"tañido"	1
"3830"	"tanta"	4
"3831"	"tantas"	12
"3832"	"tanto"	7
"3833"	"tantos"	2
"3834"	"tarareando"	1
"3835"	"tardaban"	1
"3836"	"tardanza"	1
"3837"	"tardar"	1
"3838"	"tarde"	22
"3839"	"tardes"	3
"3840"	"tarimas"	1
"3841"	"tazón"	1
"3842"	"te"	25
"3843"	"techo"	2
"3844"	"techumbre"	1
"3845"	"techumbres"	1
"3846"	"temblaba"	1
"3847"	"temblaban"	1
"3848"	"temblando"	1
"3849"	"temblarle"	1
"3850"	"temblor"	1
"3851"	"temblorosa"	1
"3852"	"temer"	1
"3853"	"temerosa"	1
"3854"	"temeroso"	2
"3855"	"temí"	1
"3856"	"temía"	1
"3857"	"temible"	1
"3858"	"temiera"	1
"3859"	"temiesen"	1
"3860"	"temor"	1
"3861"	"tempestuoso"	1
"3862"	"templo"	1
"3863"	"temporada"	1
"3864"	"temprano"	4
"3865"	"tenacidad"	3
"3866"	"tenazmente"	1
"3867"	"tendidas"	1
"3868"	"tendido"	1
"3869"	"tendió"	3
"3870"	"tendrás"	1
"3871"	"tendré"	1
"3872"	"tendría"	2
"3873"	"tendrían"	2
"3874"	"tenebroso"	1
"3875"	"tenemos"	1
"3876"	"tener"	2
"3877"	"tenerla"	1
"3878"	"tenerlo"	1
"3879"	"tenerte"	1
"3880"	"tengo"	3
"3881"	"tenía"	18
"3882"	"teníamos"	1
"3883"	"tenían"	5
"3884"	"teñidas"	1
"3885"	"tenido"	3
"3886"	"teniendo"	4
"3887"	"teóricos"	1
"3888"	"terciopelo"	2
"3889"	"terminado"	1
"3890"	"terminará"	1
"3891"	"término"	2
"3892"	"ternura"	4
"3893"	"terrible"	4
"3894"	"terribles"	2
"3895"	"terror"	2
"3896"	"tersa"	1
"3897"	"tersas"	2
"3898"	"tesoro"	2
"3899"	"testimonio"	1
"3900"	"ti"	6
"3901"	"tibio"	1
"3902"	"tiempo"	18
"3903"	"tienda"	1
"3904"	"tiene"	2
"3905"	"tienes"	2
"3906"	"tierna"	1
"3907"	"tiernamente"	1
"3908"	"tierra"	6
"3909"	"tímidas"	1
"3910"	"timidez"	1
"3911"	"tino"	1
"3912"	"tintas"	2
"3913"	"tinte"	1
"3914"	"tío"	2
"3915"	"tiren"	1
"3916"	"toca"	1
"3917"	"tocadas"	1
"3918"	"tocar"	1
"3919"	"tocaron"	1
"3920"	"tocó"	1
"3921"	"tocotá"	1
"3922"	"toda"	14
"3923"	"todas"	11
"3924"	"todavía"	5
"3925"	"todo"	30
"3926"	"todos"	18
"3927"	"tomaba"	3
"3928"	"tomando"	4
"3929"	"tomándole"	2
"3930"	"tomar"	1
"3931"	"tomara"	1
"3932"	"tomarnos"	1
"3933"	"tomase"	1
"3934"	"tomé"	4
"3935"	"tomó"	2
"3936"	"tomólo"	1
"3937"	"tordos"	1
"3938"	"tormenta"	1
"3939"	"torna"	1
"3940"	"tornasoladas"	1
"3941"	"torné"	1
"3942"	"torneados"	1
"3943"	"torno"	4
"3944"	"torrente"	2
"3945"	"torrentes"	1
"3946"	"torres"	1
"3947"	"tostada"	1
"3948"	"trabajos"	2
"3949"	"trabajosamente"	2
"3950"	"traído"	3
"3951"	"traje"	4
"3952"	"trajo"	2
"3953"	"trampas"	1
"3954"	"trance"	1
"3955"	"tranquila"	1
"3956"	"tranquilidad"	1
"3957"	"tranquilizarla"	1
"3958"	"tranquilo"	2
"3959"	"tránsito"	9
"3960"	"transitoria"	1
"3961"	"tras"	1
"3962"	"traseras"	1
"3963"	"trata"	3
"3964"	"trataba"	2
"3965"	"tratado"	2
"3966"	"tratamos"	1
"3967"	"tratando"	2
"3968"	"tratándose"	1
"3969"	"tratara"	1
"3970"	"tratará"	1
"3971"	"traté"	2
"3972"	"trato"	2
"3973"	"través"	4
"3974"	"trayendo"	1
"3975"	"trazadas"	1
"3976"	"trechos"	2
"3977"	"trémula"	1
"3978"	"trencilla"	1
"3979"	"trenza"	1
"3980"	"trenzarse"	1
"3981"	"trenzas"	13
"3982"	"tres"	12
"3983"	"triste"	9
"3984"	"tristes"	3
"3985"	"triunfo"	1
"3986"	"tronaba"	2
"3987"	"tropecé"	1
"3988"	"tropezando"	1
"3989"	"trueno"	2
"3990"	"tu"	20
"3991"	"tú"	19
"3992"	"tumba"	5
"3993"	"tumbadillo"	1
"3994"	"tumbas"	1
"3995"	"túmulo"	1
"3996"	"turbaba"	1
"3997"	"turbación"	3
"3998"	"turbante"	1
"3999"	"turbar"	1
"4000"	"turbaron"	1
"4001"	"turbios"	1
"4002"	"turnaron"	1
"4003"	"turno"	1
"4004"	"turquí"	1
"4005"	"tus"	2
"4006"	"tuve"	1
"4007"	"tuviesen"	1
"4008"	"tuvo"	2
"4009"	"tuya"	1
"4010"	"tuyas"	1
"4011"	"tuyo"	1
"4012"	"tuyos"	1
"4013"	"u"	2
"4014"	"última"	11
"4015"	"últimas"	12
"4016"	"último"	6
"4017"	"últimos"	7
"4018"	"umbroso"	1
"4019"	"un"	134
"4020"	"una"	157
"4021"	"unas"	4
"4022"	"undoso"	1
"4023"	"ungió"	1
"4024"	"unía"	1
"4025"	"única"	4
"4026"	"únicamente"	1
"4027"	"único"	7
"4028"	"unida"	1
"4029"	"unidas"	1
"4030"	"uniendo"	1
"4031"	"universal"	1
"4032"	"uno"	15
"4033"	"unos"	9
"4034"	"uso"	1
"4035"	"usó"	1
"4036"	"v"	1
"4037"	"va"	3
"4038"	"vacadas"	2
"4039"	"vacas"	1
"4040"	"vacilado"	1
"4041"	"vacuno"	1
"4042"	"vadeado"	1
"4043"	"vadearlo"	1
"4044"	"vado"	1
"4045"	"vagaba"	2
"4046"	"vagaban"	1
"4047"	"vagar"	1
"4048"	"vagase"	1
"4049"	"vago"	1
"4050"	"vallado"	1
"4051"	"valle"	10
"4052"	"valor"	2
"4053"	"valuar"	1
"4054"	"vámonos"	1
"4055"	"vamos"	1
"4056"	"van"	2
"4057"	"vano"	8
"4058"	"vaporosa"	1
"4059"	"vaporoso"	1
"4060"	"varas"	1
"4061"	"vas"	3
"4062"	"vasija"	1
"4063"	"vaso"	1
"4064"	"vasto"	1
"4065"	"vayamos"	1
"4066"	"vayan"	1
"4067"	"veces"	16
"4068"	"vecina"	1
"4069"	"vecinos"	3
"4070"	"vega"	3
"4071"	"vegas"	1
"4072"	"vegetación"	1
"4073"	"veía"	6
"4074"	"veíamos"	1
"4075"	"veían"	2
"4076"	"veinte"	4
"4077"	"veinticuatro"	1
"4078"	"vejez"	2
"4079"	"vela"	1
"4080"	"velaban"	1
"4081"	"velada"	3
"4082"	"veladas"	1
"4083"	"velado"	1
"4084"	"velados"	2
"4085"	"velando"	2
"4086"	"velar"	1
"4087"	"velo"	1
"4088"	"velocidad"	1
"4089"	"veloz"	1
"4090"	"velozmente"	1
"4091"	"ven"	1
"4092"	"venados"	1
"4093"	"vendrán"	1
"4094"	"vendrían"	1
"4095"	"venga"	1
"4096"	"vengan"	1
"4097"	"venido"	4
"4098"	"venir"	4
"4099"	"ventana"	12
"4100"	"ventanas"	2
"4101"	"ver"	15
"4102"	"verá"	1
"4103"	"verano"	2
"4104"	"verdad"	8
"4105"	"verde"	1
"4106"	"verdes"	4
"4107"	"veré"	1
"4108"	"vereda"	1
"4109"	"vergonzosas"	1
"4110"	"verla"	6
"4111"	"verlo"	2
"4112"	"verme"	3
"4113"	"vernos"	1
"4114"	"verse"	1
"4115"	"versos"	1
"4116"	"verte"	1
"4117"	"vertidas"	1
"4118"	"ves"	1
"4119"	"vestía"	3
"4120"	"vestida"	1
"4121"	"vestidas"	1
"4122"	"vestido"	1
"4123"	"vestidos"	9
"4124"	"vestir"	1
"4125"	"vete"	1
"4126"	"vez"	20
"4127"	"vi"	6
"4128"	"viaje"	24
"4129"	"viajero"	1
"4130"	"viajeros"	2
"4131"	"viajes"	1
"4132"	"víbora"	1
"4133"	"vibrante"	1
"4134"	"vida"	5
"4135"	"vidas"	1
"4136"	"vidriada"	1
"4137"	"vidrio"	2
"4138"	"vidrios"	1
"4139"	"viejo"	2
"4140"	"viéndome"	1
"4141"	"viéndose"	1
"4142"	"viene"	2
"4143"	"viento"	10
"4144"	"vientos"	3
"4145"	"viera"	1
"4146"	"vigas"	1
"4147"	"vigor"	1
"4148"	"vii"	1
"4149"	"viii"	1
"4150"	"villa"	1
"4151"	"vino"	3
"4152"	"vio"	4
"4153"	"violeta"	1
"4154"	"violetas"	1
"4155"	"virgen"	5
"4156"	"virtuosas"	1
"4157"	"visible"	1
"4158"	"visionaria"	1
"4159"	"visita"	3
"4160"	"visitado"	1
"4161"	"visitar"	4
"4162"	"visitarte"	1
"4163"	"víspera"	4
"4164"	"vísperas"	1
"4165"	"vista"	4
"4166"	"vistas"	1
"4167"	"visto"	8
"4168"	"vistos"	1
"4169"	"vistosa"	1
"4170"	"viudo"	1
"4171"	"viva"	1
"4172"	"vivamente"	1
"4173"	"vive"	1
"4174"	"vivía"	1
"4175"	"vivienda"	1
"4176"	"voces"	3
"4177"	"volado"	1
"4178"	"volar"	1
"4179"	"voluble"	1
"4180"	"voluntad"	3
"4181"	"voluptuosas"	1
"4182"	"volver"	11
"4183"	"volveré"	3
"4184"	"volveréis"	1
"4185"	"volveremos"	1
"4186"	"volverían"	1
"4187"	"volverla"	2
"4188"	"volverse"	1
"4189"	"volví"	5
"4190"	"volvían"	2
"4191"	"volviendo"	4
"4192"	"volviéndola"	1
"4193"	"volviéndose"	2
"4194"	"volvieron"	3
"4195"	"volvíme"	1
"4196"	"volvimos"	1
"4197"	"volvió"	6
"4198"	"vosotras"	1
"4199"	"vosotros"	1
"4200"	"voy"	1
"4201"	"voz"	29
"4202"	"vuelo"	4
"4203"	"vuelos"	1
"4204"	"vuelta"	4
"4205"	"vueltas"	1
"4206"	"vuelto"	3
"4207"	"vuelvan"	1
"4208"	"vuelve"	1
"4209"	"vuestra"	1
"4210"	"vuestro"	1
"4211"	"vulgo"	1
"4212"	"x"	1
"4213"	"xi"	1
"4214"	"xii"	1
"4215"	"xiii"	1
"4216"	"xiv"	1
"4217"	"xv"	1
"4218"	"xvi"	1
"4219"	"y"	565
"4220"	"ya"	73
"4221"	"yarumos"	1
"4222"	"yerta"	1
"4223"	"yertas"	1
"4224"	"yo"	107
"4225"	"zaguán"	1
"4226"	"zamarros"	1
"4227"	"zapateaba"	1
"4228"	"zaraza"	1
"4229"	"zarcillos"	1
"4230"	"zarzales"	1
"4231"	"zumbaba"	1
